local_id,name,type,package,metaclass,stereotype,documentation,source_requirement,status
IBD-BLK-001,卫星,Block,02_Structure,Class,SysML::Blocks::Block,低轨道通信卫星，包含通信载荷、星间/星地终端，数量100颗。,,candidate
IBD-BLK-002,信关站,Block,02_Structure,Class,SysML::Blocks::Block,地面关口站，连接卫星与地面骨干网，负责馈电链路。,,candidate
IBD-BLK-003,用户终端,Block,02_Structure,Class,SysML::Blocks::Block,各类用户接入设备（动中通、固定、手持等），通过星地链路接入卫星。,,candidate
IBD-BLK-004,运营支撑系统,Block,02_Structure,Class,SysML::Blocks::Block,地面运营控制中心，负责星座管理、路由配置、性能监控等。,,candidate
IBD-IF-001,星地用户链路接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,卫星与用户终端之间的射频/基带接口。,,candidate
IBD-IF-002,星间链路接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,卫星之间的激光/微波接口，用于互联。,,candidate
IBD-IF-003,馈电链路接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,卫星与信关站之间的高速链路。,,candidate
IBD-IF-004,互联网接入接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,信关站与互联网骨干网的外部接口。,,candidate
IBD-IF-005,导航增强接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,系统与导航增强系统的接口（可能通过星上载荷或信关站）。,,candidate
IBD-IF-006,遥测遥控接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,与地面TT&C网络的接口，通常通过专用频段或信关站。,,candidate
IBD-IF-BLK-002-001,卫星输入接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,接入 卫星 的外部任务、数据、信号、控制或资源输入。,,candidate
IBD-BLK-BLK-002-001,携带通信载荷接入与整形单元,Block,02_Structure,Class,SysML::Blocks::Block,完成 携带通信载荷 相关输入接入、格式整形、初步校核或信号调理。,,candidate
IBD-BLK-BLK-002-002,星间链路终端处理单元,Block,02_Structure,Class,SysML::Blocks::Block,承担 星间链路终端 相关核心处理、转换、分析或计算职责。,,candidate
IBD-BLK-BLK-002-003,星地链路终端控制管理单元,Block,02_Structure,Class,SysML::Blocks::Block,执行 星地链路终端 相关模式控制、参数配置、调度或策略管理。,,candidate
IBD-BLK-BLK-002-004,路由执行输出单元,Block,02_Structure,Class,SysML::Blocks::Block,将内部处理结果转换为 路由 相关输出、转发、执行或服务交付。,,candidate
IBD-IF-BLK-002-002,卫星输出接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,对外交付 卫星 的处理结果、业务数据、状态或服务输出。,,candidate
IBD-BLK-BLK-002-005,状态监测与保护单元,Block,02_Structure,Class,SysML::Blocks::Block,采集 卫星 内部状态、健康遥测、告警和保护动作。,,candidate
IBD-IF-BLK-002-003,平台资源接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,连接供电、热控、时间同步、遥测遥控或平台支撑资源。,,candidate
IBD-IF-BLK-003-001,信关站输入接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,接入 信关站 的外部任务、数据、信号、控制或资源输入。,,candidate
IBD-BLK-BLK-003-001,地面关口站接入与整形单元,Block,02_Structure,Class,SysML::Blocks::Block,完成 地面关口站 相关输入接入、格式整形、初步校核或信号调理。,,candidate
IBD-BLK-BLK-003-002,连接卫星处理单元,Block,02_Structure,Class,SysML::Blocks::Block,承担 连接卫星 相关核心处理、转换、分析或计算职责。,,candidate
IBD-BLK-BLK-003-003,地面骨干网控制管理单元,Block,02_Structure,Class,SysML::Blocks::Block,执行 地面骨干网 相关模式控制、参数配置、调度或策略管理。,,candidate
IBD-BLK-BLK-003-004,处理馈电链路执行输出单元,Block,02_Structure,Class,SysML::Blocks::Block,将内部处理结果转换为 处理馈电链路 相关输出、转发、执行或服务交付。,,candidate
IBD-IF-BLK-003-002,信关站输出接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,对外交付 信关站 的处理结果、业务数据、状态或服务输出。,,candidate
IBD-BLK-BLK-003-005,状态监测与保护单元,Block,02_Structure,Class,SysML::Blocks::Block,采集 信关站 内部状态、健康遥测、告警和保护动作。,,candidate
IBD-IF-BLK-003-003,平台资源接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,连接供电、热控、时间同步、遥测遥控或平台支撑资源。,,candidate
IBD-IF-BLK-004-001,用户终端输入接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,接入 用户终端 的外部任务、数据、信号、控制或资源输入。,,candidate
IBD-BLK-BLK-004-001,各种类型终端接入与整形单元,Block,02_Structure,Class,SysML::Blocks::Block,完成 各种类型终端 相关输入接入、格式整形、初步校核或信号调理。,,candidate
IBD-BLK-BLK-004-002,动中通处理单元,Block,02_Structure,Class,SysML::Blocks::Block,承担 动中通 相关核心处理、转换、分析或计算职责。,,candidate
IBD-BLK-BLK-004-003,固定站控制管理单元,Block,02_Structure,Class,SysML::Blocks::Block,执行 固定站 相关模式控制、参数配置、调度或策略管理。,,candidate
IBD-BLK-BLK-004-004,手持终端等执行输出单元,Block,02_Structure,Class,SysML::Blocks::Block,将内部处理结果转换为 手持终端等 相关输出、转发、执行或服务交付。,,candidate
IBD-IF-BLK-004-002,用户终端输出接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,对外交付 用户终端 的处理结果、业务数据、状态或服务输出。,,candidate
IBD-BLK-BLK-004-005,状态监测与保护单元,Block,02_Structure,Class,SysML::Blocks::Block,采集 用户终端 内部状态、健康遥测、告警和保护动作。,,candidate
IBD-IF-BLK-004-003,平台资源接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,连接供电、热控、时间同步、遥测遥控或平台支撑资源。,,candidate
IBD-BLK-SAT-CONST,空间段（100颗卫星）,Block,02_System_Structure,Class,SysML::Blocks::Block,由100颗低轨通信卫星组成的星座，每颗卫星具备通信载荷、星间链路终端和星地链路终端，共同提供全球覆盖。,,candidate
IBD-BLK-GW,地面信关站,Block,02_System_Structure,Class,SysML::Blocks::Block,地面关口站，通过馈电链路与卫星连接，将用户业务接入地面骨干网。,,candidate
IBD-BLK-UT,用户终端,Block,02_System_Structure,Class,SysML::Blocks::Block,多种用户终端类型（动中通、固定站、手持终端等），通过星地用户链路接入卫星网络。,,candidate
IBD-BLK-OSS,运营支撑系统,Block,02_System_Structure,Class,SysML::Blocks::Block,系统运营管理核心，负责星座控制、网络管理、计费、安全等功能。,,candidate
IBD-BLK-EXTNET,外部网络（互联网骨干网等）,Block,02_System_Structure,Class,SysML::Blocks::Block,外部系统，包括互联网骨干网、导航增强系统、遥测遥控网络等，与信关站互联。,,candidate
IBD-IF-FEEDER,馈电链路接口,Interface,03_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,卫星与信关站之间的通信接口，承载汇聚业务数据。,,candidate
IBD-IF-USER,星地用户链路接口,Interface,03_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,卫星与用户终端之间的通信接口，提供宽带接入。,,candidate
IBD-IF-MGMT,管理接口,Interface,03_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,运营支撑系统与信关站、卫星星座之间的监控与管理接口。,,candidate
IBD-IF-EXT,外部网络接口,Interface,03_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,信关站与外部互联网骨干网等外部系统的连接接口。,,candidate
