local_id,name,type,package,metaclass,stereotype,documentation,source_requirement,status
BLK-008,运控系统,Block,03_Blocks,Class,SysML::Blocks::Block,负责星座运行控制、任务规划、轨道保持、载荷管理及软件更新的地面系统。,,candidate
BLK-009,业务管理系统,Block,03_Blocks,Class,SysML::Blocks::Block,处理用户业务开通、服务等级协定（SLA）管理、计费及资源调度。,,candidate
CON-001,端到端时延约束,ConstraintBlock,06_Constraints,Class,SysML::ConstraintBlocks::ConstraintBlock,用户业务端到端时延 ≤ 80ms，需分解为用户链路、星上处理、星间转发及馈电链路各段时延预算。,REQ-005,candidate
CON-002,单星吞吐量约束,ConstraintBlock,06_Constraints,Class,SysML::ConstraintBlocks::ConstraintBlock,单星用户侧有效转发吞吐量 ≥ 20Gbps，网关馈电链路峰值吞吐量 ≥ 40Gbps。,REQ-003,candidate
CON-003,星间带宽约束,ConstraintBlock,06_Constraints,Class,SysML::ConstraintBlocks::ConstraintBlock,星间链路数据转发能力 ≥ 10Gbps（初始），硬件设计需支持扩展至50Gbps。,REQ-004,candidate
ACT-001,执行在轨重构,Activity,05_Activities,Activity,,从运控系统下发新配置参数，经星务计算机传递给宽带载荷，完成波束、路由或策略更新，并返回状态确认的活动流程。,REQ-008,candidate
ACT-002,链路带宽升级评估,Activity,05_Activities,Activity,,分析当前星间链路带宽需求，评估终端硬件能力、接口兼容性及系统约束，生成升级建议并触发变更影响分析的活动。,REQ-006,candidate
ACTOR-001,宽带用户,Actor,00_Actors,Actor,,使用宽带接入服务的个人或设备，可以是固定终端、便携终端、机载/船载终端。,,candidate
ACTOR-002,运控操作员,Actor,00_Actors,Actor,,负责星座运行控制、健康监测、软件更新及参数配置的地面运维人员。,,candidate
ACTOR-003,业务管理员,Actor,00_Actors,Actor,,管理用户业务开通、服务等级及计费策略的人员。,,candidate
IBD-BLK-001,低轨卫星互联网系统,Block,03_Blocks,Class,SysML::Blocks::Block,系统顶层块，作为IBD容器,,existing
IBD-BLK-002,通信卫星,Block,03_Blocks,Class,SysML::Blocks::Block,空间段单星平台，包含载荷、终端等,,existing
IBD-BLK-003,地面信关站,Block,03_Blocks,Class,SysML::Blocks::Block,地面段网关设备,,existing
IBD-BLK-004,用户终端,Block,03_Blocks,Class,SysML::Blocks::Block,用户段接入设备,,existing
IBD-BLK-005,运控系统,Block,03_Blocks,Class,SysML::Blocks::Block,地面运控中心,,existing
IBD-BLK-006,业务管理系统,Block,03_Blocks,Class,SysML::Blocks::Block,地面业务运营平台,,existing
IBD-IF-001,用户链路接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,卫星与用户终端之间的Ku/Ka无线接口,,existing
IBD-IF-002,馈电链路接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,卫星与信关站之间的高速馈电链路,,existing
IBD-IF-003,星间链路接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,卫星之间的通信接口（此处表示系统内卫星间的连接）,,existing
IBD-IF-004,测控管理接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,卫星与运控系统的监控管理接口,,existing
IBD-IF-005,服务管理接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,系统与业务管理系统的接口,,existing
IBD-BLK-BLK-006-001,地面天线与跟踪伺服,Block,02_Structure,Class,SysML::Blocks::Block,完成地面信关站的卫星捕获、跟踪和射频/光学指向。,,candidate
IBD-BLK-BLK-006-002,射频/光电前端,Block,02_Structure,Class,SysML::Blocks::Block,完成上下变频、低噪声接收、功放和链路保护。,,candidate
IBD-BLK-BLK-006-003,调制解调与基带处理,Block,02_Structure,Class,SysML::Blocks::Block,完成波形处理、同步、编码解码和帧处理。,,candidate
IBD-BLK-BLK-006-004,网关路由与业务汇聚,Block,02_Structure,Class,SysML::Blocks::Block,承载业务汇聚、路由转发、QoS和核心网接入。,,candidate
IBD-IF-BLK-006-005,核心网/互联网接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,连接地面核心网、互联网出口和业务平台。,,candidate
IBD-BLK-BLK-006-006,站控监控与告警单元,Block,02_Structure,Class,SysML::Blocks::Block,监控设备状态、告警、配置和自动化运维。,,candidate
IBD-BLK-BLK-006-007,时间频率与同步单元,Block,02_Structure,Class,SysML::Blocks::Block,提供站内时频基准、同步分发和时间戳服务。,,candidate
IBD-IF-BLK-006-008,供配电与环境保障接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,连接供电、机房环境、冷却和安防系统。,,candidate
IBD-BLK-BLK-008-001,孔径/天线与指向机构,Block,02_Structure,Class,SysML::Blocks::Block,形成运控系统的空间指向、波束覆盖和收发孔径。,,candidate
IBD-BLK-BLK-008-002,捕获跟踪与波束控制,Block,02_Structure,Class,SysML::Blocks::Block,完成捕获、跟踪、波束赋形、指向保持和切换控制。,,candidate
IBD-BLK-BLK-008-003,射频/光学收发前端,Block,02_Structure,Class,SysML::Blocks::Block,完成收发放大、滤波、变频、光电转换或链路保护。,,candidate
IBD-BLK-BLK-008-004,调制解调与链路波形处理,Block,02_Structure,Class,SysML::Blocks::Block,完成同步、调制解调、编码解码和链路自适应。,,candidate
IBD-BLK-BLK-008-005,链路控制与切换管理,Block,02_Structure,Class,SysML::Blocks::Block,执行链路建立、保持、切换、重构和资源协商。,,candidate
IBD-BLK-BLK-008-006,加密/QoS与业务适配,Block,02_Structure,Class,SysML::Blocks::Block,执行安全封装、业务分类、QoS和协议适配。,,candidate
IBD-IF-BLK-008-007,网络/载荷接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,连接载荷处理、星上路由、用户终端或网关网络。,,candidate
IBD-IF-BLK-008-008,功率热控与遥测接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,提供供电、热控、遥测遥控和健康管理边界。,,candidate
IBD-IF-BLK-009-001,多波束用户链路接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,定义业务管理系统面向用户链路的射频输入/输出边界。,,candidate
IBD-BLK-BLK-009-002,低噪声接收与变频链,Block,02_Structure,Class,SysML::Blocks::Block,完成低噪声放大、下变频、滤波和增益控制。,,candidate
IBD-BLK-BLK-009-003,数字信道化处理器,Block,02_Structure,Class,SysML::Blocks::Block,完成信道化、解调解码、通道映射和业务流提取。,,candidate
IBD-BLK-BLK-009-004,星上交换与路由处理器,Block,02_Structure,Class,SysML::Blocks::Block,执行星上交换、路由选择、队列调度和跨链路转发。,,candidate
IBD-BLK-BLK-009-005,功放与馈电发射链,Block,02_Structure,Class,SysML::Blocks::Block,完成上变频、功率放大、线性化和馈电/下行发射。,,candidate
IBD-IF-BLK-009-006,馈电链路接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,连接馈电链路、网关站和地面核心网回传边界。,,candidate
IBD-BLK-BLK-009-007,载荷控制与资源调度单元,Block,02_Structure,Class,SysML::Blocks::Block,配置波束、频率、通道、功率和载荷工作模式。,,candidate
IBD-BLK-BLK-009-008,载荷遥测与健康监测单元,Block,02_Structure,Class,SysML::Blocks::Block,采集功率、温度、电流、开关状态和告警。,,candidate
IBD-IF-BLK-003-001,多波束用户链路接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,定义宽带载荷分系统面向用户链路的射频输入/输出边界。,,candidate
IBD-BLK-BLK-003-002,低噪声接收与变频链,Block,02_Structure,Class,SysML::Blocks::Block,完成低噪声放大、下变频、滤波和增益控制。,,candidate
IBD-BLK-BLK-003-003,数字信道化处理器,Block,02_Structure,Class,SysML::Blocks::Block,完成信道化、解调解码、通道映射和业务流提取。,,candidate
IBD-BLK-BLK-003-004,星上交换与路由处理器,Block,02_Structure,Class,SysML::Blocks::Block,执行星上交换、路由选择、队列调度和跨链路转发。,,candidate
IBD-BLK-BLK-003-005,功放与馈电发射链,Block,02_Structure,Class,SysML::Blocks::Block,完成上变频、功率放大、线性化和馈电/下行发射。,,candidate
IBD-IF-BLK-003-006,馈电链路接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,连接馈电链路、网关站和地面核心网回传边界。,,candidate
IBD-BLK-BLK-003-007,载荷控制与资源调度单元,Block,02_Structure,Class,SysML::Blocks::Block,配置波束、频率、通道、功率和载荷工作模式。,,candidate
IBD-BLK-BLK-003-008,载荷遥测与健康监测单元,Block,02_Structure,Class,SysML::Blocks::Block,采集功率、温度、电流、开关状态和告警。,,candidate
IBD-BLK-BLK-004-001,孔径/天线与指向机构,Block,02_Structure,Class,SysML::Blocks::Block,形成星间链路终端的空间指向、波束覆盖和收发孔径。,,candidate
IBD-BLK-BLK-004-002,捕获跟踪与波束控制,Block,02_Structure,Class,SysML::Blocks::Block,完成捕获、跟踪、波束赋形、指向保持和切换控制。,,candidate
IBD-BLK-BLK-004-003,射频/光学收发前端,Block,02_Structure,Class,SysML::Blocks::Block,完成收发放大、滤波、变频、光电转换或链路保护。,,candidate
IBD-BLK-BLK-004-004,调制解调与链路波形处理,Block,02_Structure,Class,SysML::Blocks::Block,完成同步、调制解调、编码解码和链路自适应。,,candidate
IBD-BLK-BLK-004-005,链路控制与切换管理,Block,02_Structure,Class,SysML::Blocks::Block,执行链路建立、保持、切换、重构和资源协商。,,candidate
IBD-BLK-BLK-004-006,加密/QoS与业务适配,Block,02_Structure,Class,SysML::Blocks::Block,执行安全封装、业务分类、QoS和协议适配。,,candidate
IBD-IF-BLK-004-007,网络/载荷接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,连接载荷处理、星上路由、用户终端或网关网络。,,candidate
IBD-IF-BLK-004-008,功率热控与遥测接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,提供供电、热控、遥测遥控和健康管理边界。,,candidate
IBD-IF-BLK-005-001,多波束用户链路接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,定义星务计算机面向用户链路的射频输入/输出边界。,,candidate
IBD-BLK-BLK-005-002,低噪声接收与变频链,Block,02_Structure,Class,SysML::Blocks::Block,完成低噪声放大、下变频、滤波和增益控制。,,candidate
IBD-BLK-BLK-005-003,数字信道化处理器,Block,02_Structure,Class,SysML::Blocks::Block,完成信道化、解调解码、通道映射和业务流提取。,,candidate
IBD-BLK-BLK-005-004,星上交换与路由处理器,Block,02_Structure,Class,SysML::Blocks::Block,执行星上交换、路由选择、队列调度和跨链路转发。,,candidate
IBD-BLK-BLK-005-005,功放与馈电发射链,Block,02_Structure,Class,SysML::Blocks::Block,完成上变频、功率放大、线性化和馈电/下行发射。,,candidate
IBD-IF-BLK-005-006,馈电链路接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,连接馈电链路、网关站和地面核心网回传边界。,,candidate
IBD-BLK-BLK-005-007,载荷控制与资源调度单元,Block,02_Structure,Class,SysML::Blocks::Block,配置波束、频率、通道、功率和载荷工作模式。,,candidate
IBD-BLK-BLK-005-008,载荷遥测与健康监测单元,Block,02_Structure,Class,SysML::Blocks::Block,采集功率、温度、电流、开关状态和告警。,,candidate
IBD-BLK-BLK-007-001,孔径/天线与指向机构,Block,02_Structure,Class,SysML::Blocks::Block,形成用户终端的空间指向、波束覆盖和收发孔径。,,candidate
IBD-BLK-BLK-007-002,捕获跟踪与波束控制,Block,02_Structure,Class,SysML::Blocks::Block,完成捕获、跟踪、波束赋形、指向保持和切换控制。,,candidate
IBD-BLK-BLK-007-003,射频/光学收发前端,Block,02_Structure,Class,SysML::Blocks::Block,完成收发放大、滤波、变频、光电转换或链路保护。,,candidate
IBD-BLK-BLK-007-004,调制解调与链路波形处理,Block,02_Structure,Class,SysML::Blocks::Block,完成同步、调制解调、编码解码和链路自适应。,,candidate
IBD-BLK-BLK-007-005,链路控制与切换管理,Block,02_Structure,Class,SysML::Blocks::Block,执行链路建立、保持、切换、重构和资源协商。,,candidate
IBD-BLK-BLK-007-006,加密/QoS与业务适配,Block,02_Structure,Class,SysML::Blocks::Block,执行安全封装、业务分类、QoS和协议适配。,,candidate
IBD-IF-BLK-007-007,网络/载荷接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,连接载荷处理、星上路由、用户终端或网关网络。,,candidate
IBD-IF-BLK-007-008,功率热控与遥测接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,提供供电、热控、遥测遥控和健康管理边界。,,candidate
BHV-ACT-003,接收100颗低轨宽带卫星互联网系统任务输入,Activity,03_Behavior,Activity,,接收100颗低轨宽带卫星互联网系统任务输入是根据当前模型补充的候选行为步骤。,,candidate
BHV-ACT-004,解析任务目标与约束,Activity,03_Behavior,Activity,,解析任务目标与约束是根据当前模型补充的候选行为步骤。,,candidate
BHV-ACT-005,配置系统资源与链路,Activity,03_Behavior,Activity,,配置系统资源与链路是根据当前模型补充的候选行为步骤。,,candidate
BHV-ACT-006,执行核心业务处理,Activity,03_Behavior,Activity,,执行核心业务处理是根据当前模型补充的候选行为步骤。,,candidate
BHV-STATE-001,待命与任务接收状态,Activity,03_Behavior,Activity,,100颗低轨宽带卫星互联网系统在待命与任务接收状态下的运行行为和约束。,,candidate
BHV-STATE-002,资源配置状态,Activity,03_Behavior,Activity,,100颗低轨宽带卫星互联网系统在资源配置状态下的运行行为和约束。,,candidate
BHV-STATE-003,业务运行状态,Activity,03_Behavior,Activity,,100颗低轨宽带卫星互联网系统在业务运行状态下的运行行为和约束。,,candidate
BHV-STATE-004,降级重构状态,Activity,03_Behavior,Activity,,100颗低轨宽带卫星互联网系统在降级重构状态下的运行行为和约束。,,candidate
BHV-STATE-005,故障处置与恢复状态,Activity,03_Behavior,Activity,,100颗低轨宽带卫星互联网系统在故障处置与恢复状态下的运行行为和约束。,,candidate
