local_id,name,type,package,metaclass,stereotype,documentation,source_requirement,status
BLK-008,业务管理系统,Block,03_Structure,Class,SysML::Blocks::Block,管理用户认证、业务优先级、带宽分配、计费及变更影响分析沙箱。,,candidate
IF-001,用户链路接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,Ku/Ka频段上下行，承载用户业务数据、同步信令和接入控制，连接用户终端与通信卫星。,,candidate
IF-002,馈电链路接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,地面网关站至卫星的高速链路，支持用户业务回传、网络控制和路由更新。,,candidate
IF-003,星间链路接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,卫星间的通信链路，交换业务数据、链路状态和路由信息。,,candidate
IF-004,载荷供配电接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,卫星供配电分系统向宽带载荷提供一次/二次电源，上报电压、电流和功耗遥测。,,candidate
IF-005,热控接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,宽带载荷向卫星热控分系统上报模块温度遥测及告警，接收热控指令。,,candidate
IF-006,测控管理接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,星务计算机/运控系统与宽带载荷之间的指令和遥测通道，支持配置、重构和日志上报。,,candidate
IF-007,运控服务接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,运控管理系统与卫星之间的管理链路，传输星座调度、路由策略和健康管理信息。,,candidate
IF-008,业务管理接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,业务管理系统与卫星/网关的接口，用于用户策略下发、带宽调整和变更沙箱数据交互。,,candidate
CON-001,吞吐量约束,ConstraintBlock,05_Constraints,Class,SysML::ConstraintBlocks::ConstraintBlock,约束单星用户侧转发吞吐量≥20Gbps，馈电链路吞吐量≥40Gbps。,REQ-002,candidate
CON-002,时延约束,ConstraintBlock,05_Constraints,Class,SysML::ConstraintBlocks::ConstraintBlock,端到端用户面时延≤80ms，星上单跳处理时延需满足待确认的具体值。,REQ-005,candidate
CON-003,并发用户数约束,ConstraintBlock,05_Constraints,Class,SysML::ConstraintBlocks::ConstraintBlock,系统需支持不少于10000个并发在线用户。,REQ-011,candidate
CON-004,载荷重量与功耗约束,ConstraintBlock,05_Constraints,Class,SysML::ConstraintBlocks::ConstraintBlock,宽带载荷总重量≤150kg，平均功耗≤2500W。,REQ-006,candidate
ACTOR-USER-TERMINAL,用户终端,Actor,00_Actors,Actor,,固定、便携、车载/船载等终端，通过用户链路接入卫星网络，进行宽带数据通信。,,candidate
ACTOR-GROUND-GATEWAY,地面网关站,Actor,00_Actors,Actor,,通过馈电链路连接卫星，将卫星网络接入地面骨干网，是全球覆盖的地面支持节点。,,candidate
ACTOR-OP-CTRL,运控管理系统,Actor,00_Actors,Actor,,负责卫星平台测控、载荷配置、路由策略下发、遥测监控等运维管理任务。,,candidate
ACTOR-SVC-MGMT,业务管理系统,Actor,00_Actors,Actor,,管理用户认证、业务优先级、带宽分配及变更影响分析沙箱。,,candidate
IBD-BLK-001,低轨卫星星座,Block,02_Structure,Class,SysML::Blocks::Block,由100颗通信卫星组成的Walker星座，提供全球覆盖和星间组网。,,candidate
IBD-BLK-002,通信卫星,Block,02_Structure,Class,SysML::Blocks::Block,单颗低轨卫星，包含宽带载荷、星间链路终端、平台分系统等，是星座的基本节点。,,candidate
IBD-BLK-003,宽带载荷分系统,Block,02_Structure,Class,SysML::Blocks::Block,实现用户链路、馈电链路、星间处理与路由、健康管理等功能，寄宿于通信卫星。,,candidate
IBD-BLK-004,星间链路终端,Block,02_Structure,Class,SysML::Blocks::Block,提供激光/微波星间链路，支持高速星间数据交换。,,candidate
IBD-IF-001,用户链路接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,Ku/Ka频段上下行，承载用户业务数据、同步信令和接入控制。,,candidate
IBD-IF-002,馈电链路接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,地面网关站至卫星的高速馈电链路，回传业务及下发控制策略。,,candidate
IBD-IF-003,星间链路接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,卫星之间的通信链路，交换业务数据、链路状态和路由信息。,,candidate
IBD-IF-006,测控管理接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,星务计算机/运控系统与卫星之间的指令、遥测通道。,,candidate
IBD-IF-008,业务管理接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,业务管理系统与卫星/网关的接口，用于策略下发和沙箱数据交互。,,candidate
IBD-IF-BLK-002-001,多波束用户链路接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,定义通信卫星面向用户链路的射频输入/输出边界。,,candidate
IBD-BLK-BLK-002-002,低噪声接收与变频链,Block,02_Structure,Class,SysML::Blocks::Block,完成低噪声放大、下变频、滤波和增益控制。,,candidate
IBD-BLK-BLK-002-003,数字信道化处理器,Block,02_Structure,Class,SysML::Blocks::Block,完成信道化、解调解码、通道映射和业务流提取。,,candidate
IBD-BLK-BLK-002-004,星上交换与路由处理器,Block,02_Structure,Class,SysML::Blocks::Block,执行星上交换、路由选择、队列调度和跨链路转发。,,candidate
IBD-BLK-BLK-002-005,功放与馈电发射链,Block,02_Structure,Class,SysML::Blocks::Block,完成上变频、功率放大、线性化和馈电/下行发射。,,candidate
IBD-IF-BLK-002-006,馈电链路接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,连接馈电链路、网关站和地面核心网回传边界。,,candidate
IBD-BLK-BLK-002-007,载荷控制与资源调度单元,Block,02_Structure,Class,SysML::Blocks::Block,配置波束、频率、通道、功率和载荷工作模式。,,candidate
IBD-BLK-BLK-002-008,载荷遥测与健康监测单元,Block,02_Structure,Class,SysML::Blocks::Block,采集功率、温度、电流、开关状态和告警。,,candidate
IBD-IF-BLK-003-001,多波束用户链路接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,定义宽带载荷分系统面向用户链路的射频输入/输出边界。,,candidate
IBD-BLK-BLK-003-002,低噪声接收与变频链,Block,02_Structure,Class,SysML::Blocks::Block,完成低噪声放大、下变频、滤波和增益控制。,,candidate
IBD-BLK-BLK-003-003,数字信道化处理器,Block,02_Structure,Class,SysML::Blocks::Block,完成信道化、解调解码、通道映射和业务流提取。,,candidate
IBD-BLK-BLK-003-004,星上交换与路由处理器,Block,02_Structure,Class,SysML::Blocks::Block,执行星上交换、路由选择、队列调度和跨链路转发。,,candidate
IBD-BLK-BLK-003-005,功放与馈电发射链,Block,02_Structure,Class,SysML::Blocks::Block,完成上变频、功率放大、线性化和馈电/下行发射。,,candidate
IBD-IF-BLK-003-006,馈电链路接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,连接馈电链路、网关站和地面核心网回传边界。,,candidate
IBD-BLK-BLK-003-007,载荷控制与资源调度单元,Block,02_Structure,Class,SysML::Blocks::Block,配置波束、频率、通道、功率和载荷工作模式。,,candidate
IBD-BLK-BLK-003-008,载荷遥测与健康监测单元,Block,02_Structure,Class,SysML::Blocks::Block,采集功率、温度、电流、开关状态和告警。,,candidate
IBD-BLK-BLK-004-001,孔径/天线与指向机构,Block,02_Structure,Class,SysML::Blocks::Block,形成星间链路终端的空间指向、波束覆盖和收发孔径。,,candidate
IBD-BLK-BLK-004-002,捕获跟踪与波束控制,Block,02_Structure,Class,SysML::Blocks::Block,完成捕获、跟踪、波束赋形、指向保持和切换控制。,,candidate
IBD-BLK-BLK-004-003,射频/光学收发前端,Block,02_Structure,Class,SysML::Blocks::Block,完成收发放大、滤波、变频、光电转换或链路保护。,,candidate
IBD-BLK-BLK-004-004,调制解调与链路波形处理,Block,02_Structure,Class,SysML::Blocks::Block,完成同步、调制解调、编码解码和链路自适应。,,candidate
IBD-BLK-BLK-004-005,链路控制与切换管理,Block,02_Structure,Class,SysML::Blocks::Block,执行链路建立、保持、切换、重构和资源协商。,,candidate
IBD-BLK-BLK-004-006,加密/QoS与业务适配,Block,02_Structure,Class,SysML::Blocks::Block,执行安全封装、业务分类、QoS和协议适配。,,candidate
IBD-IF-BLK-004-007,网络/载荷接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,连接载荷处理、星上路由、用户终端或网关网络。,,candidate
IBD-IF-BLK-004-008,功率热控与遥测接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,提供供电、热控、遥测遥控和健康管理边界。,,candidate
IBD-BLK-BLK-005-001,地面天线与跟踪伺服,Block,02_Structure,Class,SysML::Blocks::Block,完成地面网关站的卫星捕获、跟踪和射频/光学指向。,,candidate
IBD-BLK-BLK-005-002,射频/光电前端,Block,02_Structure,Class,SysML::Blocks::Block,完成上下变频、低噪声接收、功放和链路保护。,,candidate
IBD-BLK-BLK-005-003,调制解调与基带处理,Block,02_Structure,Class,SysML::Blocks::Block,完成波形处理、同步、编码解码和帧处理。,,candidate
IBD-BLK-BLK-005-004,网关路由与业务汇聚,Block,02_Structure,Class,SysML::Blocks::Block,承载业务汇聚、路由转发、QoS和核心网接入。,,candidate
IBD-IF-BLK-005-005,核心网/互联网接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,连接地面核心网、互联网出口和业务平台。,,candidate
IBD-BLK-BLK-005-006,站控监控与告警单元,Block,02_Structure,Class,SysML::Blocks::Block,监控设备状态、告警、配置和自动化运维。,,candidate
IBD-BLK-BLK-005-007,时间频率与同步单元,Block,02_Structure,Class,SysML::Blocks::Block,提供站内时频基准、同步分发和时间戳服务。,,candidate
IBD-IF-BLK-005-008,供配电与环境保障接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,连接供电、机房环境、冷却和安防系统。,,candidate
IBD-BLK-BLK-006-001,孔径/天线与指向机构,Block,02_Structure,Class,SysML::Blocks::Block,形成用户终端的空间指向、波束覆盖和收发孔径。,,candidate
IBD-BLK-BLK-006-002,捕获跟踪与波束控制,Block,02_Structure,Class,SysML::Blocks::Block,完成捕获、跟踪、波束赋形、指向保持和切换控制。,,candidate
IBD-BLK-BLK-006-003,射频/光学收发前端,Block,02_Structure,Class,SysML::Blocks::Block,完成收发放大、滤波、变频、光电转换或链路保护。,,candidate
IBD-BLK-BLK-006-004,调制解调与链路波形处理,Block,02_Structure,Class,SysML::Blocks::Block,完成同步、调制解调、编码解码和链路自适应。,,candidate
IBD-BLK-BLK-006-005,链路控制与切换管理,Block,02_Structure,Class,SysML::Blocks::Block,执行链路建立、保持、切换、重构和资源协商。,,candidate
IBD-BLK-BLK-006-006,加密/QoS与业务适配,Block,02_Structure,Class,SysML::Blocks::Block,执行安全封装、业务分类、QoS和协议适配。,,candidate
IBD-IF-BLK-006-007,网络/载荷接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,连接载荷处理、星上路由、用户终端或网关网络。,,candidate
IBD-IF-BLK-006-008,功率热控与遥测接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,提供供电、热控、遥测遥控和健康管理边界。,,candidate
IBD-BLK-BLK-007-001,孔径/天线与指向机构,Block,02_Structure,Class,SysML::Blocks::Block,形成运控管理系统的空间指向、波束覆盖和收发孔径。,,candidate
IBD-BLK-BLK-007-002,捕获跟踪与波束控制,Block,02_Structure,Class,SysML::Blocks::Block,完成捕获、跟踪、波束赋形、指向保持和切换控制。,,candidate
IBD-BLK-BLK-007-003,射频/光学收发前端,Block,02_Structure,Class,SysML::Blocks::Block,完成收发放大、滤波、变频、光电转换或链路保护。,,candidate
IBD-BLK-BLK-007-004,调制解调与链路波形处理,Block,02_Structure,Class,SysML::Blocks::Block,完成同步、调制解调、编码解码和链路自适应。,,candidate
IBD-BLK-BLK-007-005,链路控制与切换管理,Block,02_Structure,Class,SysML::Blocks::Block,执行链路建立、保持、切换、重构和资源协商。,,candidate
IBD-BLK-BLK-007-006,加密/QoS与业务适配,Block,02_Structure,Class,SysML::Blocks::Block,执行安全封装、业务分类、QoS和协议适配。,,candidate
IBD-IF-BLK-007-007,网络/载荷接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,连接载荷处理、星上路由、用户终端或网关网络。,,candidate
IBD-IF-BLK-007-008,功率热控与遥测接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,提供供电、热控、遥测遥控和健康管理边界。,,candidate
IBD-IF-BLK-008-001,多波束用户链路接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,定义业务管理系统面向用户链路的射频输入/输出边界。,,candidate
IBD-BLK-BLK-008-002,低噪声接收与变频链,Block,02_Structure,Class,SysML::Blocks::Block,完成低噪声放大、下变频、滤波和增益控制。,,candidate
IBD-BLK-BLK-008-003,数字信道化处理器,Block,02_Structure,Class,SysML::Blocks::Block,完成信道化、解调解码、通道映射和业务流提取。,,candidate
IBD-BLK-BLK-008-004,星上交换与路由处理器,Block,02_Structure,Class,SysML::Blocks::Block,执行星上交换、路由选择、队列调度和跨链路转发。,,candidate
IBD-BLK-BLK-008-005,功放与馈电发射链,Block,02_Structure,Class,SysML::Blocks::Block,完成上变频、功率放大、线性化和馈电/下行发射。,,candidate
IBD-IF-BLK-008-006,馈电链路接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,连接馈电链路、网关站和地面核心网回传边界。,,candidate
IBD-BLK-BLK-008-007,载荷控制与资源调度单元,Block,02_Structure,Class,SysML::Blocks::Block,配置波束、频率、通道、功率和载荷工作模式。,,candidate
IBD-BLK-BLK-008-008,载荷遥测与健康监测单元,Block,02_Structure,Class,SysML::Blocks::Block,采集功率、温度、电流、开关状态和告警。,,candidate
BHV-ACT-001,接收100颗低轨宽带卫星互联网系统任务输入,Activity,03_Behavior,Activity,,接收100颗低轨宽带卫星互联网系统任务输入是根据当前模型补充的候选行为步骤。,,candidate
BHV-ACT-002,解析任务目标与约束,Activity,03_Behavior,Activity,,解析任务目标与约束是根据当前模型补充的候选行为步骤。,,candidate
BHV-ACT-003,配置系统资源与链路,Activity,03_Behavior,Activity,,配置系统资源与链路是根据当前模型补充的候选行为步骤。,,candidate
BHV-ACT-004,执行核心业务处理,Activity,03_Behavior,Activity,,执行核心业务处理是根据当前模型补充的候选行为步骤。,,candidate
BHV-ACT-005,监测运行状态,Activity,03_Behavior,Activity,,监测运行状态是根据当前模型补充的候选行为步骤。,,candidate
BHV-ACT-006,输出服务结果与告警,Activity,03_Behavior,Activity,,输出服务结果与告警是根据当前模型补充的候选行为步骤。,,candidate
BHV-STATE-001,待命与任务接收状态,Activity,03_Behavior,Activity,,100颗低轨宽带卫星互联网系统在待命与任务接收状态下的运行行为和约束。,,candidate
BHV-STATE-002,资源配置状态,Activity,03_Behavior,Activity,,100颗低轨宽带卫星互联网系统在资源配置状态下的运行行为和约束。,,candidate
BHV-STATE-003,业务运行状态,Activity,03_Behavior,Activity,,100颗低轨宽带卫星互联网系统在业务运行状态下的运行行为和约束。,,candidate
BHV-STATE-004,降级重构状态,Activity,03_Behavior,Activity,,100颗低轨宽带卫星互联网系统在降级重构状态下的运行行为和约束。,,candidate
BHV-STATE-005,故障处置与恢复状态,Activity,03_Behavior,Activity,,100颗低轨宽带卫星互联网系统在故障处置与恢复状态下的运行行为和约束。,,candidate
