local_id,name,type,package,metaclass,stereotype,documentation,source_requirement,status
BLK-011,卫星平台与星务分系统,Block,02_Structure,Class,SysML::Blocks::Block,提供供配电、热控、姿轨控、星务管理、时间同步和健康监测能力。,,candidate
BLK-012,地面段,Block,02_Structure,Class,SysML::Blocks::Block,由馈电网关站、网络运营控制中心、任务运控中心及外部网络接口组成。,,candidate
BLK-013,馈电网关站,Block,02_Structure,Class,SysML::Blocks::Block,完成卫星馈电接入、业务回传、网关选择、站间协同和核心网互联。,,candidate
BLK-014,网络运营控制中心,Block,02_Structure,Class,SysML::Blocks::Block,执行资源调度、链路监测、业务策略、网络状态管理和安全策略配置。,,candidate
BLK-015,任务运控中心,Block,02_Structure,Class,SysML::Blocks::Block,处理遥测遥控、健康管理、告警处置、运行计划、星历维护和在轨配置。,,candidate
BLK-016,用户段,Block,02_Structure,Class,SysML::Blocks::Block,由宽带用户终端、认证接入和用户业务会话组成。,,candidate
BLK-017,宽带用户终端,Block,02_Structure,Class,SysML::Blocks::Block,完成用户侧注册、认证、波束跟踪、数据收发、状态上报和业务保持。,,candidate
BLK-018,外部互联网与核心网,Block,02_Structure,Class,SysML::Blocks::Block,作为系统外部网络边界，承载互联网业务、核心网策略和外部运营接口。,,candidate
UC-001,引导总体需求澄清,UseCase,03_Behavior,UseCase,,总体设计师与AI共同明确任务目标、边界、指标、交付物和待确认假设。,,candidate
UC-002,开展星座覆盖与容量设计,UseCase,03_Behavior,UseCase,,根据100颗星座规模、轨道构型、服务区域和业务模型开展覆盖、容量和可见性设计。,,candidate
UC-003,建立用户宽带会话,UseCase,03_Behavior,UseCase,,用户终端完成认证、卫星选择、波束接入、承载建立和业务会话保持。,,candidate
UC-004,执行卫星切换与业务保持,UseCase,03_Behavior,UseCase,,在卫星可见性变化或链路质量下降时执行波束/卫星/网关切换并保持业务连续。,,candidate
UC-005,完成馈电回传与核心网互联,UseCase,03_Behavior,UseCase,,卫星通过馈电网关站完成互联网业务回传、核心网互联和站间协同。,,candidate
UC-006,执行星间路由转发,UseCase,03_Behavior,UseCase,,空间段根据链路状态、拥塞和目的网关执行星间路由和数据转发。,,candidate
UC-007,调度波束频谱网关资源,UseCase,03_Behavior,UseCase,,网络运营控制中心根据业务需求和资源状态调度波束、频谱、网关和星间链路。,,candidate
UC-008,处置故障告警与网络重构,UseCase,03_Behavior,UseCase,,系统发现异常后完成告警分级、隔离、资源重构、恢复确认和运维闭环。,,candidate
UC-009,同步MagicDraw工程,UseCase,03_Behavior,UseCase,,AI生成SysML文本、元素、关系和布局后通过Bridge推送到MagicDraw并回显结果。,,candidate
IF-001,用户服务链路接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,连接宽带用户终端与用户服务链路天线，承载业务数据、认证、接入状态和链路测量。,,candidate
IF-002,馈电链路接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,连接馈电链路终端与馈电网关站，承载业务回传、网关控制、链路状态和同步信息。,,candidate
IF-003,星间链路接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,连接星间链路终端，承载空间路由、业务转发、链路状态和故障绕行信息。,,candidate
IF-004,遥测遥控接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,连接任务运控中心与卫星平台/载荷，承载遥测、遥控、健康状态和在轨配置。,,candidate
IF-005,网络管理南向接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,连接网络运营控制中心与空间段、网关站，承载资源策略、链路状态和调度指令。,,candidate
IF-006,网关核心网接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,连接馈电网关站与外部互联网/核心网，承载业务转发、策略控制和运维状态。,,candidate
IF-007,时间频率与星历接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,连接任务运控、卫星平台和网络控制，承载时间同步、频率基准、星历和轨道预报。,,candidate
IF-008,安全认证与密钥接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,连接用户终端、网络控制和安全策略，承载鉴权、密钥更新和业务隔离控制。,,candidate
IF-009,MagicDraw Bridge接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,承载SysML工程交换包、导入状态、创建元素数、关系数和布局回传。,,candidate
ACT-001,总体需求澄清与基线确认流程,Activity,03_Behavior,Activity,,AI引导总体设计师明确服务目标、边界、指标、假设、交付物和MagicDraw同步策略。,,candidate
ACT-002,星座构型与覆盖分析流程,Activity,03_Behavior,Activity,,定义轨道壳层和100颗卫星分布，计算可见性、覆盖率、重访和切换机会。,,candidate
ACT-003,链路预算与容量校核流程,Activity,03_Behavior,Activity,,校核用户链路、馈电链路、星间链路的EIRP、G/T、C/N0、吞吐、时延和余量。,,candidate
ACT-004,用户接入与会话建立流程,Activity,03_Behavior,Activity,,完成终端注册、认证鉴权、卫星选择、波束建立、承载配置和业务会话确认。,,candidate
ACT-005,星间路由与切换流程,Activity,03_Behavior,Activity,,根据卫星可见性、链路状态和目标网关执行星间路由更新、波束切换和业务保持。,,candidate
ACT-006,网关选择与馈电回传流程,Activity,03_Behavior,Activity,,选择可见网关，建立馈电链路，完成业务回传、核心网互联和站间协同。,,candidate
ACT-007,网络资源调度流程,Activity,03_Behavior,Activity,,根据业务优先级、资源余量、拥塞状态和策略约束调度波束、频谱、网关和路由。,,candidate
ACT-008,故障检测隔离恢复流程,Activity,03_Behavior,Activity,,完成异常检测、告警分级、隔离、链路/路由/网关重构、恢复确认和运维记录。,,candidate
ACT-009,MagicDraw工程同步流程,Activity,03_Behavior,Activity,,打包SysML元素、关系、分包和布局，调用Bridge，接收MagicDraw创建/复用结果。,,candidate
CON-001,星座规模约束,ConstraintBlock,05_Constraints,Class,SysML::ConstraintBlocks::ConstraintBlock,numSatellites = 100；轨道面数量、面内卫星数和备份策略应与覆盖和容量目标一致。,,candidate
CON-002,轨道壳层与覆盖约束,ConstraintBlock,05_Constraints,Class,SysML::ConstraintBlocks::ConstraintBlock,轨道高度、倾角、最小仰角、覆盖率、切换间隔和服务盲区应满足任务剖面要求。,,candidate
CON-003,容量吞吐约束,ConstraintBlock,05_Constraints,Class,SysML::ConstraintBlocks::ConstraintBlock,用户并发数、单用户速率、总吞吐、波束容量和网关回传能力应满足业务模型。,,candidate
CON-004,业务时延约束,ConstraintBlock,05_Constraints,Class,SysML::ConstraintBlocks::ConstraintBlock,端到端时延、星间转发时延、网关回传时延和切换中断时间应满足宽带业务等级。,,candidate
CON-005,链路预算约束,ConstraintBlock,05_Constraints,Class,SysML::ConstraintBlocks::ConstraintBlock,用户链路、馈电链路和星间链路的EIRP、G/T、C/N0、雨衰余量和编码调制应满足链路预算。,,candidate
CON-006,网关可见与切换约束,ConstraintBlock,05_Constraints,Class,SysML::ConstraintBlocks::ConstraintBlock,可见网关数量、站间切换、回传容量和地理分布应满足服务连续性和容量目标。,,candidate
CON-007,可用性可靠性约束,ConstraintBlock,05_Constraints,Class,SysML::ConstraintBlocks::ConstraintBlock,卫星、载荷、网关、链路和控制中心的可用性、冗余和故障恢复时间应满足总体可靠性目标。,,candidate
CON-008,频谱安全合规约束,ConstraintBlock,05_Constraints,Class,SysML::ConstraintBlocks::ConstraintBlock,频率使用、发射功率、干扰协调、认证加密、业务隔离和控制面保护应满足合规与安全目标。,,candidate
