local_id,name,type,package,metaclass,stereotype,documentation,source_requirement,status
UC-002,星座管理与控制,UseCase,03_UseCases,UseCase,,地面段对星座进行遥测、遥控、轨道维护和网络配置。,REQ-008,candidate
UC-003,部署卫星星座,UseCase,03_UseCases,UseCase,,利用运载火箭分批将卫星送入目标轨道，并完成在轨测试。,REQ-007,candidate
UC-004,星间路由与中继,UseCase,03_UseCases,UseCase,,若部署星间链路，卫星之间进行数据包转发，减少对地面信关站的依赖。,REQ-004,candidate
IF-001,用户链路,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,用户终端与卫星之间的通信接口，承载业务数据和信令，工作频段待确认。,REQ-006,candidate
IF-002,馈电链路,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,卫星与信关站之间的高带宽链路，用于将用户数据落地到地面网络。,REQ-005,candidate
IF-003,星间链路接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,卫星之间的通信接口，可选激光或射频，支持网络互联和备份路由。,REQ-004,candidate
IF-004,测控链路,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,地面测控站与卫星之间的遥测、遥控和测距接口。,REQ-008,candidate
ACT-001,星座部署流程,Activity,05_Activities,Activity,,从发射准备到卫星分离、展开太阳翼、在轨测试并进入工作轨道的端到端部署活动。,REQ-007,candidate
ACT-002,通信服务建立与维护,Activity,05_Activities,Activity,,包括波束调度、链路建立、切换、资源分配和故障恢复等运行活动。,REQ-002,candidate
CON-001,轨道资源与频率协调约束,ConstraintBlock,06_Constraints,Class,SysML::ConstraintBlocks::ConstraintBlock,星座设计需遵循ITU轨道频率登记和协调规则，避免有害干扰。,REQ-006,candidate
CON-002,运载火箭能力约束,ConstraintBlock,06_Constraints,Class,SysML::ConstraintBlocks::ConstraintBlock,卫星质量和体积受所选运载火箭的一箭多星能力限制，需分批部署。,REQ-007,candidate
CON-003,链路预算与服务质量约束,ConstraintBlock,06_Constraints,Class,SysML::ConstraintBlocks::ConstraintBlock,用户链路和馈电链路需满足最低信噪比、数据速率和可用性指标，受卫星EIRP、G/T值和传播损耗约束。,REQ-002,candidate
IBD-BLK-001,通信载荷,Block,02_Structure,Class,SysML::Blocks::Block,处理用户链路与馈电链路的射频信号，实现波束形成、变频、放大和信道化。,,candidate
IBD-BLK-002,星上处理单元,Block,02_Structure,Class,SysML::Blocks::Block,负责基带处理、协议转换、路由交换，并管理星间链路的数据中继。,,candidate
IBD-BLK-003,电源分系统,Block,02_Structure,Class,SysML::Blocks::Block,包含太阳翼、蓄电池和功率调节模块，为整星提供一次和二次电源。,,candidate
IBD-BLK-004,姿轨控分系统,Block,02_Structure,Class,SysML::Blocks::Block,实现卫星姿态确定与控制、轨道维持与机动，包含敏感器、执行机构和推进模块。,,candidate
IBD-BLK-005,测控分系统,Block,02_Structure,Class,SysML::Blocks::Block,收发遥测、遥控指令，完成测距和星务管理，保障卫星与地面的可靠测控链路。,,candidate
IBD-BLK-006,星间链路终端,Block,02_Structure,Class,SysML::Blocks::Block,可选的激光或射频星间通信载荷，实现卫星间高速数据交换和网络互联。,,candidate
