local_id,name,type,package,metaclass,stereotype,source,source_name,target,target_name,documentation
DREL-BLK-004-IBD-001,DREL-BLK-004-IBD-001,connector,06_Traceability,Dependency,Dependency,IBD-BLK-BLK-004-001,地面天线与跟踪伺服,IBD-BLK-BLK-004-002,射频/光电前端,天线接收/发射链路连接射频前端
DREL-BLK-004-IBD-002,DREL-BLK-004-IBD-002,connector,06_Traceability,Dependency,Dependency,IBD-BLK-BLK-004-002,射频/光电前端,IBD-BLK-BLK-004-003,调制解调与基带处理,射频信号进入基带处理
DREL-BLK-004-IBD-003,DREL-BLK-004-IBD-003,connector,06_Traceability,Dependency,Dependency,IBD-BLK-BLK-004-003,调制解调与基带处理,IBD-BLK-BLK-004-004,网关路由与业务汇聚,基带业务流进入网关汇聚
DREL-BLK-004-IBD-004,DREL-BLK-004-IBD-004,connector,06_Traceability,Dependency,Dependency,IBD-BLK-BLK-004-004,网关路由与业务汇聚,IBD-IF-BLK-004-005,核心网/互联网接口,业务流接入核心网/互联网
DREL-BLK-004-IBD-005,DREL-BLK-004-IBD-005,connector,06_Traceability,Dependency,Dependency,IBD-BLK-BLK-004-006,站控监控与告警单元,IBD-BLK-BLK-004-001,地面天线与跟踪伺服,站控单元控制天线跟踪
DREL-BLK-004-IBD-006,DREL-BLK-004-IBD-006,connector,06_Traceability,Dependency,Dependency,IBD-BLK-BLK-004-006,站控监控与告警单元,IBD-BLK-BLK-004-002,射频/光电前端,站控单元配置射频前端
DREL-BLK-004-IBD-007,DREL-BLK-004-IBD-007,connector,06_Traceability,Dependency,Dependency,IBD-BLK-BLK-004-006,站控监控与告警单元,IBD-BLK-BLK-004-004,网关路由与业务汇聚,站控单元监控业务网关
DREL-BLK-004-IBD-008,DREL-BLK-004-IBD-008,connector,06_Traceability,Dependency,Dependency,IBD-BLK-BLK-004-007,时间频率与同步单元,IBD-BLK-BLK-004-003,调制解调与基带处理,时频同步提供给基带处理
DREL-BLK-004-IBD-009,DREL-BLK-004-IBD-009,connector,06_Traceability,Dependency,Dependency,IBD-IF-BLK-004-008,供配电与环境保障接口,IBD-BLK-BLK-004-006,站控监控与告警单元,环境与电源状态反馈到站控监控
DREL-BLK-005-IBD-001,DREL-BLK-005-IBD-001,connector,06_Traceability,Dependency,Dependency,IBD-BLK-BLK-005-001,孔径/天线与指向机构,IBD-BLK-BLK-005-002,捕获跟踪与波束控制,孔径姿态状态输入波束控制
DREL-BLK-005-IBD-002,DREL-BLK-005-IBD-002,connector,06_Traceability,Dependency,Dependency,IBD-BLK-BLK-005-002,捕获跟踪与波束控制,IBD-BLK-BLK-005-003,射频/光学收发前端,波束控制驱动收发前端
DREL-BLK-005-IBD-003,DREL-BLK-005-IBD-003,connector,06_Traceability,Dependency,Dependency,IBD-BLK-BLK-005-003,射频/光学收发前端,IBD-BLK-BLK-005-004,调制解调与链路波形处理,收发前端连接波形处理
DREL-BLK-005-IBD-004,DREL-BLK-005-IBD-004,connector,06_Traceability,Dependency,Dependency,IBD-BLK-BLK-005-004,调制解调与链路波形处理,IBD-BLK-BLK-005-005,链路控制与切换管理,链路质量反馈给切换管理
DREL-BLK-005-IBD-005,DREL-BLK-005-IBD-005,connector,06_Traceability,Dependency,Dependency,IBD-BLK-BLK-005-005,链路控制与切换管理,IBD-BLK-BLK-005-006,加密/QoS与业务适配,链路控制策略传递给业务适配
DREL-BLK-005-IBD-006,DREL-BLK-005-IBD-006,connector,06_Traceability,Dependency,Dependency,IBD-BLK-BLK-005-006,加密/QoS与业务适配,IBD-IF-BLK-005-007,网络/载荷接口,适配后的业务接入网络/载荷接口
DREL-BLK-005-IBD-007,DREL-BLK-005-IBD-007,connector,06_Traceability,Dependency,Dependency,IBD-IF-BLK-005-008,功率热控与遥测接口,IBD-BLK-BLK-005-003,射频/光学收发前端,功率热控支撑收发前端
DREL-BLK-005-IBD-008,DREL-BLK-005-IBD-008,connector,06_Traceability,Dependency,Dependency,IBD-IF-BLK-005-008,功率热控与遥测接口,IBD-BLK-BLK-005-005,链路控制与切换管理,遥测状态约束链路控制
DREL-BLK-005-IBD-009,DREL-BLK-005-IBD-009,connector,06_Traceability,Dependency,Dependency,IBD-BLK-BLK-005-005,链路控制与切换管理,IBD-BLK-BLK-005-002,捕获跟踪与波束控制,切换管理回控波束指向
DREL-BLK-006-IBD-001,DREL-BLK-006-IBD-001,connector,06_Traceability,Dependency,Dependency,IBD-IF-BLK-006-001,多波束用户链路接口,IBD-BLK-BLK-006-002,低噪声接收与变频链,用户链路射频信号进入接收变频链
DREL-BLK-006-IBD-002,DREL-BLK-006-IBD-002,connector,06_Traceability,Dependency,Dependency,IBD-BLK-BLK-006-002,低噪声接收与变频链,IBD-BLK-BLK-006-003,数字信道化处理器,变频后的信号进入数字信道化处理
DREL-BLK-006-IBD-003,DREL-BLK-006-IBD-003,connector,06_Traceability,Dependency,Dependency,IBD-BLK-BLK-006-003,数字信道化处理器,IBD-BLK-BLK-006-004,星上交换与路由处理器,业务流进入星上交换与路由
DREL-BLK-006-IBD-004,DREL-BLK-006-IBD-004,connector,06_Traceability,Dependency,Dependency,IBD-BLK-BLK-006-004,星上交换与路由处理器,IBD-BLK-BLK-006-005,功放与馈电发射链,路由结果驱动馈电/下行发射链
DREL-BLK-006-IBD-005,DREL-BLK-006-IBD-005,connector,06_Traceability,Dependency,Dependency,IBD-BLK-BLK-006-005,功放与馈电发射链,IBD-IF-BLK-006-006,馈电链路接口,发射链输出到馈电链路接口
DREL-BLK-006-IBD-006,DREL-BLK-006-IBD-006,connector,06_Traceability,Dependency,Dependency,IBD-BLK-BLK-006-007,载荷控制与资源调度单元,IBD-BLK-BLK-006-003,数字信道化处理器,资源策略配置到信道化处理器
DREL-BLK-006-IBD-007,DREL-BLK-006-IBD-007,connector,06_Traceability,Dependency,Dependency,IBD-BLK-BLK-006-007,载荷控制与资源调度单元,IBD-BLK-BLK-006-004,星上交换与路由处理器,调度策略配置到交换路由处理器
DREL-BLK-006-IBD-008,DREL-BLK-006-IBD-008,connector,06_Traceability,Dependency,Dependency,IBD-BLK-BLK-006-008,载荷遥测与健康监测单元,IBD-BLK-BLK-006-007,载荷控制与资源调度单元,健康状态反馈到载荷控制单元
DREL-BLK-006-IBD-009,DREL-BLK-006-IBD-009,connector,06_Traceability,Dependency,Dependency,IBD-BLK-BLK-006-008,载荷遥测与健康监测单元,IBD-BLK-BLK-006-005,功放与馈电发射链,功放状态用于保护与降额控制
DREL-BLK-003-IBD-001,DREL-BLK-003-IBD-001,connector,06_Traceability,Dependency,Dependency,IBD-IF-BLK-003-001,多波束用户链路接口,IBD-BLK-BLK-003-002,低噪声接收与变频链,用户链路射频信号进入接收变频链
DREL-BLK-003-IBD-002,DREL-BLK-003-IBD-002,connector,06_Traceability,Dependency,Dependency,IBD-BLK-BLK-003-002,低噪声接收与变频链,IBD-BLK-BLK-003-003,数字信道化处理器,变频后的信号进入数字信道化处理
DREL-BLK-003-IBD-003,DREL-BLK-003-IBD-003,connector,06_Traceability,Dependency,Dependency,IBD-BLK-BLK-003-003,数字信道化处理器,IBD-BLK-BLK-003-004,星上交换与路由处理器,业务流进入星上交换与路由
DREL-BLK-003-IBD-004,DREL-BLK-003-IBD-004,connector,06_Traceability,Dependency,Dependency,IBD-BLK-BLK-003-004,星上交换与路由处理器,IBD-BLK-BLK-003-005,功放与馈电发射链,路由结果驱动馈电/下行发射链
DREL-BLK-003-IBD-005,DREL-BLK-003-IBD-005,connector,06_Traceability,Dependency,Dependency,IBD-BLK-BLK-003-005,功放与馈电发射链,IBD-IF-BLK-003-006,馈电链路接口,发射链输出到馈电链路接口
DREL-BLK-003-IBD-006,DREL-BLK-003-IBD-006,connector,06_Traceability,Dependency,Dependency,IBD-BLK-BLK-003-007,载荷控制与资源调度单元,IBD-BLK-BLK-003-003,数字信道化处理器,资源策略配置到信道化处理器
DREL-BLK-003-IBD-007,DREL-BLK-003-IBD-007,connector,06_Traceability,Dependency,Dependency,IBD-BLK-BLK-003-007,载荷控制与资源调度单元,IBD-BLK-BLK-003-004,星上交换与路由处理器,调度策略配置到交换路由处理器
DREL-BLK-003-IBD-008,DREL-BLK-003-IBD-008,connector,06_Traceability,Dependency,Dependency,IBD-BLK-BLK-003-008,载荷遥测与健康监测单元,IBD-BLK-BLK-003-007,载荷控制与资源调度单元,健康状态反馈到载荷控制单元
DREL-BLK-003-IBD-009,DREL-BLK-003-IBD-009,connector,06_Traceability,Dependency,Dependency,IBD-BLK-BLK-003-008,载荷遥测与健康监测单元,IBD-BLK-BLK-003-005,功放与馈电发射链,功放状态用于保护与降额控制
DREL-BLK-001-IBD-013,DREL-BLK-001-IBD-013,connector,06_Traceability,Dependency,Dependency,BLK-002,卫星平台,BLK-003,通信载荷,卫星平台包含通信载荷
DREL-BLK-001-IBD-014,DREL-BLK-001-IBD-014,connector,06_Traceability,Dependency,Dependency,IF-001,Uu用户链路接口,BLK-003,通信载荷,Uu用户链路接口分配给通信载荷
DREL-BLK-001-IBD-015,DREL-BLK-001-IBD-015,connector,06_Traceability,Dependency,Dependency,IF-002,馈电链路接口,BLK-003,通信载荷,馈电链路接口分配给通信载荷
DREL-BLK-001-IBD-016,DREL-BLK-001-IBD-016,connector,06_Traceability,Dependency,Dependency,IF-003,星间链路接口,BLK-003,通信载荷,星间链路接口分配给通信载荷
DREL-BLK-001-IBD-017,DREL-BLK-001-IBD-017,connector,06_Traceability,Dependency,Dependency,IF-004,测控链路接口,BLK-002,卫星平台,测控链路接口分配给卫星平台测控应答机
DREL-BLK-001-IBD-018,DREL-BLK-001-IBD-018,connector,06_Traceability,Dependency,Dependency,IF-005,地面核心网接口,BLK-004,信关站,核心网接口分配给信关站
DREL-BLK-001-IBD-028,DREL-BLK-001-IBD-028,connector,06_Traceability,Dependency,Dependency,BLK-002,卫星平台,BLK-003,通信载荷,相邻结构模块之间存在主架构连接。
DREL-BLK-001-IBD-029,DREL-BLK-001-IBD-029,connector,06_Traceability,Dependency,Dependency,BLK-003,通信载荷,BLK-004,信关站,相邻结构模块之间存在主架构连接。
DREL-BLK-001-IBD-030,DREL-BLK-001-IBD-030,connector,06_Traceability,Dependency,Dependency,BLK-004,信关站,BLK-005,用户终端,相邻结构模块之间存在主架构连接。
DREL-BLK-001-IBD-031,DREL-BLK-001-IBD-031,connector,06_Traceability,Dependency,Dependency,BLK-005,用户终端,BLK-006,运营管理中心,相邻结构模块之间存在主架构连接。
DREL-BLK-001-IBD-011,DREL-BLK-001-IBD-011,connector,06_Traceability,Dependency,Dependency,BLK-005,用户终端,BLK-003,通信载荷,AI 根据 低轨卫星互联网系统 已有子模块补充的候选连接。
DREL-BLK-001-IBD-012,DREL-BLK-001-IBD-012,connector,06_Traceability,Dependency,Dependency,BLK-004,信关站,BLK-002,卫星平台,AI 根据 低轨卫星互联网系统 已有子模块补充的候选连接。
DREL-BLK-001-IBD-019,DREL-BLK-001-IBD-019,connector,06_Traceability,Dependency,Dependency,BLK-002,卫星平台,IF-003,星间链路接口,AI 根据 低轨卫星互联网系统 已有子模块补充的候选连接。
DREL-BLK-001-IBD-020,DREL-BLK-001-IBD-020,connector,06_Traceability,Dependency,Dependency,IF-003,星间链路接口,IF-004,测控链路接口,AI 根据 低轨卫星互联网系统 已有子模块补充的候选连接。
DREL-BLK-001-IBD-021,DREL-BLK-001-IBD-021,connector,06_Traceability,Dependency,Dependency,IF-004,测控链路接口,IF-001,Uu用户链路接口,AI 根据 低轨卫星互联网系统 已有子模块补充的候选连接。
DREL-BLK-001-IBD-022,DREL-BLK-001-IBD-022,connector,06_Traceability,Dependency,Dependency,IF-001,Uu用户链路接口,IF-005,地面核心网接口,AI 根据 低轨卫星互联网系统 已有子模块补充的候选连接。
DREL-BLK-001-IBD-023,DREL-BLK-001-IBD-023,connector,06_Traceability,Dependency,Dependency,IF-005,地面核心网接口,IF-002,馈电链路接口,AI 根据 低轨卫星互联网系统 已有子模块补充的候选连接。
DREL-BLK-001-IBD-AUG-018,DREL-BLK-001-IBD-AUG-018,connector,06_Traceability,Dependency,Dependency,BLK-003,通信载荷,BLK-006,运营管理中心,核心调度/状态节点与相关内部单元交换状态和策略。
