local_id,name,type,package,metaclass,stereotype,documentation,source_requirement,status
IBD-BLK-003,通信载荷,Block,02_Structure,Class,SysML::Blocks::Block,卫星有效载荷，包含用户波束、馈电波束和激光星间终端，作为卫星平台的组成部分,,existing
IBD-BLK-004,信关站,Block,02_Structure,Class,SysML::Blocks::Block,地面信关站，提供馈电链路收发及地面核心网接口,,existing
IBD-BLK-005,用户终端,Block,02_Structure,Class,SysML::Blocks::Block,固定、可搬移或动中通终端，支持波束切换与路由协议,,existing
IBD-BLK-006,运营管理中心,Block,02_Structure,Class,SysML::Blocks::Block,负责星座任务规划、路由管理、资源调度与性能监控,,existing
IBD-BLK-007,测控站,Block,02_Structure,Class,SysML::Blocks::Block,地面测控站，完成遥测、遥控和测距任务,,candidate
IBD-IF-001,Uu用户链路接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,卫星与用户终端之间的Ka/Ku空口接口,,existing
IBD-IF-002,馈电链路接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,卫星与信关站之间的高速数据回传接口,,existing
IBD-IF-003,星间链路接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,卫星之间激光通信与路由接口,,existing
IBD-IF-004,测控链路接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,卫星与地面测控站之间的TT&C接口,,existing
IBD-IF-005,地面核心网接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,信关站与5G核心网/互联网的SGi/N6接口,,existing
IBD-BLK-BLK-004-001,地面天线与跟踪伺服,Block,02_Structure,Class,SysML::Blocks::Block,完成信关站的卫星捕获、跟踪和射频/光学指向。,,candidate
IBD-BLK-BLK-004-002,射频/光电前端,Block,02_Structure,Class,SysML::Blocks::Block,完成上下变频、低噪声接收、功放和链路保护。,,candidate
IBD-BLK-BLK-004-003,调制解调与基带处理,Block,02_Structure,Class,SysML::Blocks::Block,完成波形处理、同步、编码解码和帧处理。,,candidate
IBD-BLK-BLK-004-004,网关路由与业务汇聚,Block,02_Structure,Class,SysML::Blocks::Block,承载业务汇聚、路由转发、QoS和核心网接入。,,candidate
IBD-IF-BLK-004-005,核心网/互联网接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,连接地面核心网、互联网出口和业务平台。,,candidate
IBD-BLK-BLK-004-006,站控监控与告警单元,Block,02_Structure,Class,SysML::Blocks::Block,监控设备状态、告警、配置和自动化运维。,,candidate
IBD-BLK-BLK-004-007,时间频率与同步单元,Block,02_Structure,Class,SysML::Blocks::Block,提供站内时频基准、同步分发和时间戳服务。,,candidate
IBD-IF-BLK-004-008,供配电与环境保障接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,连接供电、机房环境、冷却和安防系统。,,candidate
IBD-BLK-BLK-005-001,孔径/天线与指向机构,Block,02_Structure,Class,SysML::Blocks::Block,形成用户终端的空间指向、波束覆盖和收发孔径。,,candidate
IBD-BLK-BLK-005-002,捕获跟踪与波束控制,Block,02_Structure,Class,SysML::Blocks::Block,完成捕获、跟踪、波束赋形、指向保持和切换控制。,,candidate
IBD-BLK-BLK-005-003,射频/光学收发前端,Block,02_Structure,Class,SysML::Blocks::Block,完成收发放大、滤波、变频、光电转换或链路保护。,,candidate
IBD-BLK-BLK-005-004,调制解调与链路波形处理,Block,02_Structure,Class,SysML::Blocks::Block,完成同步、调制解调、编码解码和链路自适应。,,candidate
IBD-BLK-BLK-005-005,链路控制与切换管理,Block,02_Structure,Class,SysML::Blocks::Block,执行链路建立、保持、切换、重构和资源协商。,,candidate
IBD-BLK-BLK-005-006,加密/QoS与业务适配,Block,02_Structure,Class,SysML::Blocks::Block,执行安全封装、业务分类、QoS和协议适配。,,candidate
IBD-IF-BLK-005-007,网络/载荷接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,连接载荷处理、星上路由、用户终端或网关网络。,,candidate
IBD-IF-BLK-005-008,功率热控与遥测接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,提供供电、热控、遥测遥控和健康管理边界。,,candidate
IBD-IF-BLK-006-001,多波束用户链路接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,定义运营管理中心面向用户链路的射频输入/输出边界。,,candidate
IBD-BLK-BLK-006-002,低噪声接收与变频链,Block,02_Structure,Class,SysML::Blocks::Block,完成低噪声放大、下变频、滤波和增益控制。,,candidate
IBD-BLK-BLK-006-003,数字信道化处理器,Block,02_Structure,Class,SysML::Blocks::Block,完成信道化、解调解码、通道映射和业务流提取。,,candidate
IBD-BLK-BLK-006-004,星上交换与路由处理器,Block,02_Structure,Class,SysML::Blocks::Block,执行星上交换、路由选择、队列调度和跨链路转发。,,candidate
IBD-BLK-BLK-006-005,功放与馈电发射链,Block,02_Structure,Class,SysML::Blocks::Block,完成上变频、功率放大、线性化和馈电/下行发射。,,candidate
IBD-IF-BLK-006-006,馈电链路接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,连接馈电链路、网关站和地面核心网回传边界。,,candidate
IBD-BLK-BLK-006-007,载荷控制与资源调度单元,Block,02_Structure,Class,SysML::Blocks::Block,配置波束、频率、通道、功率和载荷工作模式。,,candidate
IBD-BLK-BLK-006-008,载荷遥测与健康监测单元,Block,02_Structure,Class,SysML::Blocks::Block,采集功率、温度、电流、开关状态和告警。,,candidate
IBD-IF-BLK-003-001,多波束用户链路接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,定义通信载荷面向用户链路的射频输入/输出边界。,,candidate
IBD-BLK-BLK-003-002,低噪声接收与变频链,Block,02_Structure,Class,SysML::Blocks::Block,完成低噪声放大、下变频、滤波和增益控制。,,candidate
IBD-BLK-BLK-003-003,数字信道化处理器,Block,02_Structure,Class,SysML::Blocks::Block,完成信道化、解调解码、通道映射和业务流提取。,,candidate
IBD-BLK-BLK-003-004,星上交换与路由处理器,Block,02_Structure,Class,SysML::Blocks::Block,执行星上交换、路由选择、队列调度和跨链路转发。,,candidate
IBD-BLK-BLK-003-005,功放与馈电发射链,Block,02_Structure,Class,SysML::Blocks::Block,完成上变频、功率放大、线性化和馈电/下行发射。,,candidate
IBD-IF-BLK-003-006,馈电链路接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,连接馈电链路、网关站和地面核心网回传边界。,,candidate
IBD-BLK-BLK-003-007,载荷控制与资源调度单元,Block,02_Structure,Class,SysML::Blocks::Block,配置波束、频率、通道、功率和载荷工作模式。,,candidate
IBD-BLK-BLK-003-008,载荷遥测与健康监测单元,Block,02_Structure,Class,SysML::Blocks::Block,采集功率、温度、电流、开关状态和告警。,,candidate
BHV-ACT-003,接收100颗低轨宽带卫星互联网系统任务输入,Activity,03_Behavior,Activity,,接收100颗低轨宽带卫星互联网系统任务输入是根据当前模型补充的候选行为步骤。,,candidate
BHV-ACT-004,解析任务目标与约束,Activity,03_Behavior,Activity,,解析任务目标与约束是根据当前模型补充的候选行为步骤。,,candidate
BHV-ACT-005,配置系统资源与链路,Activity,03_Behavior,Activity,,配置系统资源与链路是根据当前模型补充的候选行为步骤。,,candidate
BHV-ACT-006,执行核心业务处理,Activity,03_Behavior,Activity,,执行核心业务处理是根据当前模型补充的候选行为步骤。,,candidate
BHV-STATE-001,待命与任务接收状态,Activity,03_Behavior,Activity,,100颗低轨宽带卫星互联网系统在待命与任务接收状态下的运行行为和约束。,,candidate
BHV-STATE-002,资源配置状态,Activity,03_Behavior,Activity,,100颗低轨宽带卫星互联网系统在资源配置状态下的运行行为和约束。,,candidate
BHV-STATE-003,业务运行状态,Activity,03_Behavior,Activity,,100颗低轨宽带卫星互联网系统在业务运行状态下的运行行为和约束。,,candidate
BHV-STATE-004,降级重构状态,Activity,03_Behavior,Activity,,100颗低轨宽带卫星互联网系统在降级重构状态下的运行行为和约束。,,candidate
BHV-STATE-005,故障处置与恢复状态,Activity,03_Behavior,Activity,,100颗低轨宽带卫星互联网系统在故障处置与恢复状态下的运行行为和约束。,,candidate
